100.0,0.0,0.0,0.0,0.0,7.47209660643,56.5161725408,-44.3382189383,85.9275233073,109.528412497,3.69361830835,-69.2455025668,-5.53948175621,11.4793030971,-143.495393081
100.0,0.00376341488734,-0.00954860215759,0.376341488734,-0.954860215759,7.47209660643,57.2209333136,-43.1226846593,70.4760772862,121.553427905,3.69361830835,-68.9200203362,-6.9591825009,32.5482230581,-141.970074469
100.0,0.0114957225146,-0.0286303614221,0.773230762722,-1.90817592645,7.47209660643,57.7680258867,-41.7893099437,54.7092573057,133.337471554,3.69361830835,-68.3830320209,-8.35917341664,53.6988315267,-139.999091573
100.0,0.0234245311356,-0.057271597387,1.1928808621,-2.86412359649,7.47209660643,58.1534948923,-40.3400340207,38.5469005609,144.927592302,3.69361830835,-67.632698215,-9.73481892269,75.0333805971,-137.564550605
100.0,0.0398041905687,-0.0955413949069,1.63796594331,-3.826979752,7.47209660643,58.3724947685,-38.7763618916,21.8999876245,156.367212909,3.69361830835,-66.6661026654,-11.081204055,96.6595549524,-134.638513226
100.0,0.0609213456072,-0.143553711123,2.11171550385,-4.80123162163,7.47209660643,58.4191729701,-37.0993930114,4.66782015519,167.696888021,3.69361830835,-65.4791663627,-12.3930193997,118.693630274,-131.181534474
100.0,0.0871017638419,-0.201470735968,2.61804182347,-5.79170248451,7.47209660643,58.2865174905,-35.3098442102,-13.2655479631,178.954880124,3.69361830835,-64.0665239362,-13.6644237424,141.264242648,-127.140434271
100.0,0.11871888835,-0.269507745892,3.1617124508,-6.8037009924,7.47209660643,57.9661580771,-33.4080687538,-32.0359413396,190.177545641,3.69361830835,-62.4213530708,-14.8888741001,164.517086539,-122.44503577
100.0,0.156204743034,-0.347939816307,3.74858546846,-7.84320704149,7.47209660643,57.4481059183,-31.394073866,-51.8052158747,201.399488782,3.69361830835,-60.5351431484,-16.0589085437,188.62099224,-117.003444363
100.0,0.200064087597,-0.437110938728,4.38593445628,-8.91711224207,7.47209660643,56.7204096772,-29.2675399967,-72.7696241167,212.653386923,3.69361830835,-58.3973826403,-17.1658603838,213.776050815,-110.695184006
100.0,0.250893135692,-0.53744635988,5.08290480943,-10.0335421152,7.47209660643,55.7686950965,-27.0278470084,-95.1714580605,223.969298833,3.69361830835,-55.9951345107,-18.199471131,240.224812955,-103.361074721
100.0,0.309404810073,-0.649469385386,5.85116743819,-11.2023025506,7.47209660643,54.575538493,-24.674116025,-119.315660351,235.373098339,3.69361830835,-53.3124525613,-19.1473508976,268.268194939,-94.7879766604
100.0,0.376463585215,-0.773824586728,6.70587751419,-12.4355201341,7.47209660643,53.1195967273,-22.2052824986,-145.594176575,246.883352641,3.69361830835,-50.3295647026,-19.9942022874,298.288785871,-84.6851389759
100.0,0.453134782012,-0.911310544586,7.66711967966,-13.7485957859,7.47209660643,51.3743691059,-19.6202293416,-174.522762139,258.505315702,3.69361830835,-47.0217029038,-20.7206645878,330.786179878,-72.6462300483
100.0,0.54075635395,-1.06292742846,8.76215719382,-15.1616883869,7.47209660643,49.3063831581,-16.9180359436,-206.798594776,270.219339797,3.69361830835,-43.3573765841,-21.3015218584,366.432631978,-58.0857270594
100.0,0.641047008335,-1.22994891954,10.0290654385,-16.7021491085,7.47209660643,46.8724409954,-14.0984563574,-243.394216269,281.957958623,3.69361830835,-39.2957293111,-21.7027883518,406.164727296,-40.1266493409
100.0,0.756275673404,-1.41403688434,11.5228665069,-18.4087964797,7.47209660643,44.0152575967,-11.1628701722,-285.718339872,293.558618515,3.69361830835,-34.7823032684,-21.87668028,451.342604265,-17.3891928155
100.0,0.889540143762,-1.61743824804,13.3264470358,-20.3401363705,7.47209660643,40.6561796559,-8.11626834486,-335.907794078,304.660182737,3.69361830835,-29.7418536372,-21.7522684325,504.04496312,12.4411847533
100.0,1.04525291573,-1.84336117216,15.5712771967,-22.5922924115,7.47209660643,36.6822053109,-4.97169615404,-397.397434508,314.457219082,3.69361830835,-24.0652432068,-21.2163056628,567.66104304,53.5962769658
100.0,1.23005359562,-2.09682079813,18.4800679886,-25.345962597,7.47209660643,31.9208152682,-1.76120719628,-476.139004267,321.048895776,3.69361830835,-17.5832286655,-20.0681698027,648.201454136,114.813586013
100.0,1.45471142726,-2.38710406795,22.4657831642,-29.0283269827,7.47209660643,26.0855218942,1.43307546244,-583.529337401,319.428265872,3.69361830835,-10.007816289,-17.8902958645,757.541237649,217.787393816
100.0,1.73914823433,-2.73884844388,28.4436807068,-35.1744375925,7.47209660643,18.6402135763,4.37026082086,-744.530831786,293.718535842,3.69361830835,-0.793823758754,-13.528339598,921.399253024,436.195626651
100.0,2.15973215944,-3.29716915939,42.0583925117,-55.8320715512,7.47209660643,8.4141206356,6.11828743971,-1022.60929407,174.802661886,3.69361830835,10.3596164732,-1.16795456199,1115.34402319,1236.0385036
100.0,3.20677708498,-3.28970939474,104.704492554,0.745976465584,7.47209660643,-6.07073929889,1.07779406136,-1448.48599345,-504.049337836,3.69361830835,13.1678030629,9.60765091796,280.818658974,1077.56054799
100.0,3.69588950895,-2.86949599624,48.9112423967,42.0213398492,7.47209660643,-11.874692558,-7.97964585856,-580.395325907,-905.743991992,3.69361830835,13.520044724,17.3346601916,35.2241661051,772.700927368
100.0,3.9526447309,-2.47022971763,25.6755221955,39.9266278609,7.47209660643,-14.1203555662,-15.8556769663,-224.566300825,-787.603110777,3.69361830835,12.9647296136,23.2388257858,-55.5315110348,590.416559419
100.0,4.1071498934,-2.11192081578,15.4505162498,35.8308901856,7.47209660643,-14.7679623679,-22.541600893,-64.7606801652,-668.592392664,3.69361830835,11.9448769498,27.844303277,-101.985266385,460.54774912
100.0,4.20586361371,-1.78728378411,9.87137203049,32.4637031672,7.47209660643,-14.5330876479,-28.2680853118,23.4874719983,-572.648441882,3.69361830835,10.6502685101,31.4204817572,-129.460843962,357.617848013
100.0,4.26971311008,-1.48891720563,6.384949637,29.8366578478,7.47209660643,-13.7459013305,-33.2108008698,78.7186317376,-494.271555802,3.69361830835,9.18225200135,34.1223545955,-146.801650878,270.187283836
100.0,4.30974146716,-1.21105858681,4.00283570831,27.7858618821,7.47209660643,-12.5852880722,-37.4932193052,116.061325835,-428.241843543,3.69361830835,7.60372915011,36.0436898465,-157.852285125,192.133525094
100.0,4.33240426073,-0.94918344878,2.26627935688,26.1875138027,7.47209660643,-11.1594624502,-41.2035790696,142.582562192,-371.035976436,3.69361830835,5.95883884292,37.2404971814,-164.489030719,119.680733494
100.0,4.3417171737,-0.699535043388,0.931291297681,24.9648405392,7.47209660643,-9.53935659513,-44.4066932542,162.010585511,-320.311418465,3.69361830835,4.28235550089,37.7421826881,-167.648334203,50.168550672
100.0,4.34023658298,-0.458755950573,-0.148059072079,24.0779092815,7.47209660643,-7.77443334909,-47.1513546374,176.492324604,-274.466138312,3.69361830835,2.60513056475,37.5565550637,-167.722493614,-18.5627624445
100.0,4.32952872696,-0.223579832611,-1.07078560249,23.5176117962,7.47209660643,-5.90096704327,-49.4750107495,187.346630582,-232.36561121,3.69361830835,0.958142185935,36.6709377934,-164.698837881,-88.5617270268
100.0,4.31036633916,0.00948229945146,-1.91623877959,23.3062132063,7.47209660643,-3.94673308218,-51.4067965769,195.423396109,-193.178582741,3.69361830835,-0.623341467129,35.0498102977,-158.148365306,-162.112749568
